ministerial_number,school_name,city,region,category,average,gender,exam_type,curriculum_track
16264,ثانوية النخبة الأهلية,الخرج,Riyadh,تعليم عام بنين,65.86,male,capabilities,scientific
40834,مدارس العقيق الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنين,65.82,male,capabilities,scientific
187028,ثانوية مستقبل الاحفاد الاهلية,جازان,Jazan,تعليم عام بنين,65.72,male,capabilities,scientific
12263,ثانوية الثغر النموذجية الأهلية,الرياض,Riyadh,تعليم عام بنين,65.71,male,capabilities,scientific
32877,روضة جدة الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,65.64,male,capabilities,scientific
11211,ثانوية السنابل الأهلية,الرياض,Riyadh,تعليم عام بنين,65.63,male,capabilities,scientific
11296,ثانوية العبير الأهلية,الرياض,Riyadh,تعليم عام بنين,65.58,male,capabilities,scientific
26584,ثانوية الفرقان بالحمراء الأهلية,مكة المكرمة,Makkah,تعليم عام بنين,65.56,male,capabilities,scientific
26738,ثانوية الفرسان المكية الأهلية,مكة المكرمة,Makkah,تعليم عام بنين,65.54,male,capabilities,scientific
11419,ثانوية رواد الأمراء الأهلية,الرياض,Riyadh,تعليم عام بنين,65.49,male,capabilities,scientific
79971,ثانوية دار الفيصل الاهلية,الباحة,Baha,تعليم عام بنين,65.44,male,capabilities,scientific
110038,ثانوية أجيال الحضارة الأهلية,الرياض,Riyadh,تعليم عام بنين,65.38,male,capabilities,scientific
83326,ثانوية رياض الفكر الأهلية بعرعر,عرعر,Northern borders,تعليم عام بنين,65.36,male,capabilities,scientific
129085,طلائع المبدعين الثانوية الأهلية مقررات,الطائف,Makkah,مقررات,65.36,male,capabilities,scientific
11097,ثانوية السفراء الأهلية,الرياض,Riyadh,تعليم عام بنين,65.3,male,capabilities,scientific
54228,ثانوية رواد السلام الأهلية,الدمام,AlSharquia,تعليم عام بنين,65.29,male,capabilities,scientific
133263,الشبل الثانوية الأهلية / فرع الصالحية,جدة,Makkah,تعليم عام بنين,65.24,male,capabilities,scientific
61503,ثانوية مناهل الجامعة الأهلية بالخميس,خميس مشيط,Asser,تعليم عام بنين,65.23,male,capabilities,scientific
11495,ثانوية الصحافة الأهلية,الرياض,Riyadh,تعليم عام بنين,65.07,male,capabilities,scientific
32848,الإخلاص الثانوية الأهلية,جدة,Makkah,تعليم عام بنين,65.06,male,capabilities,scientific
47868,ثانوية الرواد-بالبدائع,البدائع,Qassim,تعليم عام بنين,65.02,male,capabilities,scientific
54237,ثانوية الناصرية الاهلية,بقيق,AlSharquia,تعليم عام بنين,65.02,male,capabilities,scientific
11224,ثانوية المورد الأهلية,الرياض,Riyadh,تعليم عام بنين,64.93,male,capabilities,scientific
40563,مدارس دار الهجرة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنين,64.91,male,capabilities,scientific
32975,طلائع الفكر الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,64.87,male,capabilities,scientific
11616,ثانوية الهدى الأهلية,الرياض,Riyadh,تعليم عام بنين,64.8,male,capabilities,scientific
61502,ثانوية الأمجاد الأهلية,خميس مشيط,Asser,تعليم عام بنين,64.7,male,capabilities,scientific
76451,دار الحنان الأهلية الثانوية,تبوك,Tabuk,تعليم عام بنين,64.49,male,capabilities,scientific
86230,ثانوية السلام الأهلية,-,Gouf,تعليم عام بنين,64.49,male,capabilities,scientific
10848,ثانوية علوم الرياض الأهلية - الخليج,الرياض,Riyadh,تعليم عام بنين,64.48,male,capabilities,scientific
11297,ثانوية المشاعل الأهلية,الرياض,Riyadh,تعليم عام بنين,64.45,male,capabilities,scientific
47544,ثانوية الغد الأهلية,بريدة,Qassim,تعليم عام بنين,64.4,male,capabilities,scientific
11413,ثانوية الامتياز الأهلية,الرياض,Riyadh,تعليم عام بنين,64.39,male,capabilities,scientific
53970,ثانوية مناهل الجزيرة الاهلية,الخبر,AlSharquia,تعليم عام بنين,64.34,male,capabilities,scientific
23335,ثانوية الأجيال الحديثة الأهلية,عفيف,Riyadh,تعليم عام بنين,64.34,male,capabilities,scientific
11461,ثانوية المنهاج الأهلية,الرياض,Riyadh,مقررات,64.29,male,capabilities,scientific
26547,ثانوية الثقافة الأهلية,مكة المكرمة,Makkah,تعليم عام بنين,64.28,male,capabilities,scientific
30255,عرين العلم الأهلية الثانوية,الخرمة,Makkah,تعليم عام بنين,64.21,male,capabilities,scientific
110060,ثانوية النمو الأهلية,الرياض,Riyadh,تعليم عام بنين,64.18,male,capabilities,scientific
47545,ثانوية أنجال القصيم,بريدة,Qassim,تعليم عام بنين,64.17,male,capabilities,scientific
93547,دار الأحفاد الأهلية الثانوية,نجران,Najran,تعليم عام بنين,64.12,male,capabilities,scientific
11205,ثانوية التقوى الأهلية,الرياض,Riyadh,تعليم عام بنين,64.11,male,capabilities,scientific
11708,ثانوية النوابغ الأهلية,الرياض,Riyadh,تعليم عام بنين,64.1,male,capabilities,scientific
33053,المناهل الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,64.06,male,capabilities,scientific
53660,ثانوية الجبيل الأهلية,الجبيل,AlSharquia,تعليم عام بنين,64.06,male,capabilities,scientific
153067,ثانوية الصفا الحديثة الأهلية,صفوى,AlSharquia,تعليم عام بنين,64.02,male,capabilities,scientific
12093,ثانوية دار القلم الأهلية,الرياض,Riyadh,تعليم عام بنين,64.0,male,capabilities,scientific
11459,ثانوية شروق المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنين,63.93,male,capabilities,scientific
179906,ثانوية دار الفيصل الأهلية ببلجرشي,بلجرشي,Baha,تعليم عام بنين,63.8,male,capabilities,scientific
17346,ثانوية الدوادمي الاهلية,الدوادمي,Riyadh,تعليم عام بنين,63.77,male,capabilities,scientific
61542,ثانوية خميس مشيط الأهلية,خميس مشيط,Asser,تعليم عام بنين,63.76,male,capabilities,scientific
11192,ثانوية دار المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنين,63.7,male,capabilities,scientific
32963,السلامة الثانوية الأهلية,جدة,Makkah,تعليم عام بنين,63.69,male,capabilities,scientific
32999,الشورى الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,63.68,male,capabilities,scientific
32996,جيل الجزيرة الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,63.63,male,capabilities,scientific
26607,ثانوية البشرى بالزاهر الأهلية,مكة المكرمة,Makkah,تعليم عام بنين,63.61,male,capabilities,scientific
193016,منابع المعرفة الأهلية الثانوية,شرورة,Najran,تعليم عام بنين,63.54,male,capabilities,scientific
30254,صفوة الفرسان الأهلية الثانوية,الطائف,Makkah,تعليم عام بنين,63.51,male,capabilities,scientific
11550,ثانوية أجيال اليرموك الأهلية,الرياض,Riyadh,تعليم عام بنين,63.5,male,capabilities,scientific
11600,ثانوية رواد الجزيرة الأهلية,الرياض,Riyadh,تعليم عام بنين,63.48,male,capabilities,scientific
54244,ثانوية القمة الاهلية,رأس تنورة,AlSharquia,تعليم عام بنين,63.35,male,capabilities,scientific
57725,ثانوية ديوان المعارف  الأهلية,الأحساء,AlSharquia,تعليم عام بنين,63.32,male,capabilities,scientific
113363,ثانوية القادة الأهلية,الرياض,Riyadh,تعليم عام بنين,63.25,male,capabilities,scientific
46496,نبع المعرفة الاهلية الثانوية,ينبع,Madina,تعليم عام بنين,63.22,male,capabilities,scientific
53847,ثانوية المستقبل الأهلية,الخفجي,AlSharquia,تعليم عام بنين,63.21,male,capabilities,scientific
53851,ثانوية المباركية الاهلية,الدمام,AlSharquia,تعليم عام بنين,63.21,male,capabilities,scientific
57686,ثانوية النخبة النموذجية الأهلية,الأحساء,AlSharquia,تعليم عام بنين,63.16,male,capabilities,scientific
60395,تربية الأجيال الأهلية الثانوية,حفر الباطن,AlSharquia,تعليم عام بنين,62.94,male,capabilities,scientific
84376,الجوف الأهلية - الثانوية,سكاكا,Gouf,تعليم عام بنين,62.87,male,capabilities,scientific
146008,ثانوية الانفال الاهلية,ينبع,Madina,تعليم عام بنين,62.86,male,capabilities,scientific
11204,ثانوية التوحيد الأهلية,الرياض,Riyadh,تعليم عام بنين,62.85,male,capabilities,scientific
29993,المعالي الأهلية الثانوية,الطائف,Makkah,تعليم عام بنين,62.83,male,capabilities,scientific
54142,ثانوية الاوائل الاهلية,جسر الملك فهد,AlSharquia,تعليم عام بنين,62.75,male,capabilities,scientific
23291,ثانوية نخبة الفرسان الأهلية,عفيف,Riyadh,تعليم عام بنين,62.6,male,capabilities,scientific
25178,ثانوية دار المنار الأهلية,شقراء,Riyadh,تعليم عام بنين,62.59,male,capabilities,scientific
12232,ثانوية أبناء الرياض الأهلية,-,Riyadh,تعليم عام بنين,62.59,male,capabilities,scientific
54158,ثانوية ماس  الاهلية,القطيف,AlSharquia,تعليم عام بنين,62.59,male,capabilities,scientific
84424,القمم الأهلية - الثانوية,سكاكا,Gouf,تعليم عام بنين,62.58,male,capabilities,scientific
11200,ثانوية الشفا الأهلية,الرياض,Riyadh,تعليم عام بنين,62.58,male,capabilities,scientific
50383,ثانوية الفكر التربوي الأهلية,الرس,Qassim,تعليم عام بنين,62.45,male,capabilities,scientific
33213,السروات الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,62.43,male,capabilities,scientific
17509,ثانوية أجيال الدوادمي الأهلية,الدوادمي,Riyadh,تعليم عام بنين,62.29,male,capabilities,scientific
12098,ثانوية رحاب المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنين,62.26,male,capabilities,scientific
83352,ثانوية جيل الأوائل الأهلية برفحاء,رفحاء,Northern borders,تعليم عام بنين,62.21,male,capabilities,scientific
