ministerial_number,school_name,city,region,category,average,gender,exam_type,curriculum_track
96993,ثانوية النبلاء الأهلية,الرياض,Riyadh,تعليم عام بنات,73.79,female,capabilities,scientific
42355,مدارس أنوار الفيحاء الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,73.73,female,capabilities,scientific
78119,ثانوية طلائع الغد الاهلية بتبوك- نظام المقررات,تبوك,Tabuk,مقررات,73.71,female,capabilities,scientific
195046,ثانوية المتقدمة الأهلية - مقررات - العقيق,الرياض,Riyadh,مقررات,73.7,female,capabilities,scientific
96674,ثانوية الحصاد الأهلية,الرياض,Riyadh,تعليم عام بنات,73.68,female,capabilities,scientific
966815,ثانوية التربية النموذجية الأهلية (الروابي) - مقررات,الرياض,Riyadh,مقررات,73.62,female,capabilities,scientific
75067,الثانوية النموذجية بحائل,حائل,Hail,تعليم عام بنات,73.61,female,capabilities,scientific
56261,ثانوية مدارس رواد الخليج الأهلية للبنات,الدمام,AlSharquia,تعليم عام بنات,73.57,female,capabilities,scientific
35060,ثانوية دوحة الجزيرة بجدة نظام مقررات,جدة,Makkah,مقررات,73.52,female,capabilities,scientific
282585,ثانوية المعرفة الأهلية  (نظام المقررات),مكة المكرمة,Makkah,مقررات,73.47,female,capabilities,scientific
96677,ثانوية التقوى الإسلامية الأهلية,الرياض,Riyadh,تعليم عام بنات,73.41,female,capabilities,scientific
97171,ثانوية السعودية الأهلية,الرياض,Riyadh,تعليم عام بنات,73.4,female,capabilities,scientific
96862,ثانوية الفلاح الأهلية,الرياض,Riyadh,تعليم عام بنات,73.39,female,capabilities,scientific
35074,ثانوية الألفية الجديدة,جدة,Makkah,تعليم عام بنات,73.36,female,capabilities,scientific
35044,ثانوية دار الهدى الحديثة بجدة نظام مقررات,جدة,Makkah,مقررات,73.25,female,capabilities,scientific
31237,ثانوية تربية الأبناء الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,73.14,female,capabilities,scientific
95074,ثانوية أسراري الأهلية - مقررات,الرياض,Riyadh,مقررات,73.07,female,capabilities,scientific
966725,ثانوية الأمجاد الأهلية - مقررات,الرياض,Riyadh,مقررات,73.05,female,capabilities,scientific
35076,ثانوية حطين,جدة,Makkah,تعليم عام بنات,72.97,female,capabilities,scientific
966735,ثانوية دار العلوم الأهلية - مقررات,الرياض,Riyadh,مقررات,72.94,female,capabilities,scientific
96826,ثانوية النخبة الأهلية - الخليج (مغلقة),الرياض,Riyadh,تعليم عام بنات,72.84,female,capabilities,scientific
35069,ثانوية دار الفرح,جدة,Makkah,تعليم عام بنات,72.77,female,capabilities,scientific
96748,ثانوية المعالي الأهلية,الرياض,Riyadh,تعليم عام بنات,72.76,female,capabilities,scientific
96655,ثانوية الوسطى الأهلية,الرياض,Riyadh,تعليم عام بنات,72.75,female,capabilities,scientific
197520,ثانوية المدينة الأكاديمية الاهلية,الرياض,Riyadh,تعليم عام بنات,72.71,female,capabilities,scientific
42250,مدارس دار الأمان الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,72.7,female,capabilities,scientific
42252,مدارس الأبرار الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,72.66,female,capabilities,scientific
35070,ثانوية جزيرة العلوم بجدة نظام مقررات,جدة,Makkah,مقررات,72.66,female,capabilities,scientific
195047,ثانوية نيار الأهلية - المقررات,الرياض,Riyadh,مقررات,72.64,female,capabilities,scientific
31333,ثانوية السمو الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,72.63,female,capabilities,scientific
96666,ثانوية الزهراء الأهلية,الرياض,Riyadh,تعليم عام بنات,72.58,female,capabilities,scientific
42248,مدارس دار الهجرة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,72.54,female,capabilities,scientific
35046,ثانوية الفردوس النموذجية بجدة نظام مقررات,جدة,Makkah,مقررات,72.54,female,capabilities,scientific
35072,ثانوية صرح منارة المستقبل الأهلية,جدة,Makkah,تعليم عام بنات,72.52,female,capabilities,scientific
31233,ثانوية شركة مدارس الطائف الأهلية النموذجية المحدودة,الطائف,Makkah,تعليم عام بنات,72.52,female,capabilities,scientific
49492,ثانوية أنجال المستقبل الأهلية,المذنب,Qassim,تعليم عام بنات,72.51,female,capabilities,scientific
96634,ثانوية السمو الأهلية,الرياض,Riyadh,تعليم عام بنات,72.42,female,capabilities,scientific
163658,ثانوية الذكر النموذجية الاهلية,خميس مشيط,Asser,تعليم عام بنات,72.42,female,capabilities,scientific
16772,ثانوية النخبة الأهلية بالخرج,الخرج,Riyadh,تعليم عام بنات,72.19,female,capabilities,scientific
96969,ثانوية الإحسان الأهلية,الرياض,Riyadh,تعليم عام بنات,72.17,female,capabilities,scientific
49823,ثانوية أنجال المستقبل الأهلية بالبكيرية,البكيرية,Qassim,تعليم عام بنات,72.12,female,capabilities,scientific
31238,ثانوية الشافي الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,72.09,female,capabilities,scientific
196522,ثانويه الابتكاريه 1 ( نظام المقررات ),الرياض,Riyadh,مقررات,72.09,female,capabilities,scientific
96629,ثانوية اليمامة الأهلية,الرياض,Riyadh,تعليم عام بنات,72.03,female,capabilities,scientific
95994,ثانوية طيبة الأهلية,الرياض,Riyadh,تعليم عام بنات,71.93,female,capabilities,scientific
42356,مدارس درر المدينة الأهلية- المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,71.87,female,capabilities,scientific
51270,ثانوية الغصون,الرس,Qassim,تعليم عام بنات,71.83,female,capabilities,scientific
197204,ثانوية أمجاد قرطبة ( مقررات ),الرياض,Riyadh,مقررات,71.81,female,capabilities,scientific
97128,ثانوية التعاون النموذجية الأهلية,الرياض,Riyadh,تعليم عام بنات,71.8,female,capabilities,scientific
31429,ثانوية واحة الفكر الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,71.79,female,capabilities,scientific
35077,ثانوية الحمراء بجدة نظام مقررات,جدة,Makkah,مقررات,71.72,female,capabilities,scientific
96747,ثانوية القلم الاهلية,الرياض,Riyadh,تعليم عام بنات,71.71,female,capabilities,scientific
96660,ثانوية الرايه الأهلية,الرياض,Riyadh,تعليم عام بنات,71.67,female,capabilities,scientific
96650,ثانوية عهد النموذجية الأهلية,الرياض,Riyadh,تعليم عام بنات,71.67,female,capabilities,scientific
96940,ثانوية الوسط الأهلية,الرياض,Riyadh,تعليم عام بنات,71.66,female,capabilities,scientific
35063,ثانوية روضة جدة النموذجية,جدة,Makkah,تعليم عام بنات,71.56,female,capabilities,scientific
95521,ثانوية القبس الأهلية,الرياض,Riyadh,تعليم عام بنات,71.42,female,capabilities,scientific
96643,ثانوية الجيل الأهلية,الرياض,Riyadh,تعليم عام بنات,71.41,female,capabilities,scientific
85215,ثانوية الرحمانية الأهلية,سكاكا,Gouf,تعليم عام بنات,71.41,female,capabilities,scientific
966255,ثانوية دار السلام الأهلية - مقررات,الرياض,Riyadh,مقررات,71.29,female,capabilities,scientific
97177,ثانوية علوم الرياض الأهلية - فرع الصحافة,الرياض,Riyadh,تعليم عام بنات,71.26,female,capabilities,scientific
56149,ثانوية مدارس شمس الجزيرة الأهلية للبنات  بالدمام,الدمام,AlSharquia,تعليم عام بنات,71.26,female,capabilities,scientific
35081,ثانوية الخنساء,جدة,Makkah,تعليم عام بنات,71.22,female,capabilities,scientific
195020,ثانوية الصداره الأهلية,الرياض,Riyadh,تعليم عام بنات,71.22,female,capabilities,scientific
77953,ثانوية العصرالنموذجية الأهلية بتبوك,تبوك,Tabuk,تعليم عام بنات,71.21,female,capabilities,scientific
35043,ثانوية عالم الصغار بجدة نظام مقررات,جدة,Makkah,مقررات,71.18,female,capabilities,scientific
35071,ثانوية الصرح النمودجية للبنات,جدة,Makkah,تعليم عام بنات,71.13,female,capabilities,scientific
31234,ثانوية الجيل الأهلية النموذجية بالطائف,الفيصلية,Makkah,تعليم عام بنات,71.12,female,capabilities,scientific
97270,ثانوية  المتقدمة الأهلية - الشهداء -,الرياض,Riyadh,تعليم عام بنات,71.07,female,capabilities,scientific
55923,ثانوية مجموعة مدارس الملك عبد العزيز الأهلية للبنات,الخبر,AlSharquia,تعليم عام بنات,71.05,female,capabilities,scientific
35143,ثانوية الطفل المثالي,جدة,Makkah,تعليم عام بنات,70.96,female,capabilities,scientific
283215,ثانوية الفضل الاهلية (نظام المقررات),مكة المكرمة,Makkah,مقررات,70.92,female,capabilities,scientific
63502,ثانوية شركة مدارس الرواد الاهلية للبنات,خميس مشيط,Asser,تعليم عام بنات,70.82,female,capabilities,scientific
63497,ثانوية شركة الأندلس الخضراء للخدمات التعليمية والتربوية بابها,أبها,Asser,تعليم عام بنات,70.8,female,capabilities,scientific
28441,ثانوية العلم النافع الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,70.78,female,capabilities,scientific
42269,مدارس مناهل طيبة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,70.78,female,capabilities,scientific
35182,ثانوية معرفة العبير,جدة,Makkah,تعليم عام بنات,70.77,female,capabilities,scientific
63503,ثانوية شركة مدارس خميس مشيط الاهلية,خميس مشيط,Asser,تعليم عام بنات,70.73,female,capabilities,scientific
31235,ثانوية أنجال المملكة الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,70.73,female,capabilities,scientific
96663,ثانوية الأجيال الأهلية,الرياض,Riyadh,تعليم عام بنات,70.7,female,capabilities,scientific
59187,ثانوية رؤية المستقبل,الأحساء,AlSharquia,تعليم عام بنات,70.63,female,capabilities,scientific
96648,ثانوية واحة التربية الحديثة الأهلية,الرياض,Riyadh,تعليم عام بنات,70.61,female,capabilities,scientific
96657,ثانوية الفتح الأهلية,الرياض,Riyadh,تعليم عام بنات,70.55,female,capabilities,scientific
63499,ثانوية شركة  الاندلس الاهلية بخميس مشيط,خميس مشيط,Asser,تعليم عام بنات,70.54,female,capabilities,scientific
49218,ثانوية الرواد الاهلية بالبدائع,البدائع,Qassim,تعليم عام بنات,70.52,female,capabilities,scientific
35075,ثانوية النهى,جدة,Makkah,تعليم عام بنات,70.49,female,capabilities,scientific
95964,ثانوية الأركان الأهلية,الرياض,Riyadh,تعليم عام بنات,70.46,female,capabilities,scientific
42479,مدارس الحكمة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,70.44,female,capabilities,scientific
63698,ثانوية  مدارس أبها الأهلية,أبها,Asser,تعليم عام بنات,70.34,female,capabilities,scientific
89503,ثانوية مناهل الجامعة الأهلية,جازان,Jazan,تعليم عام بنات,70.2,female,capabilities,scientific
77932,ثانوية العلم و الإيمان الاهلية بتبوك,تبوك,Tabuk,تعليم عام بنات,70.19,female,capabilities,scientific
55940,ثانوية مدارس الملك فهد الأهلية للبنات,الخبر,AlSharquia,تعليم عام بنات,70.12,female,capabilities,scientific
95068,ثانوية الرقي الأهلية,الرياض,Riyadh,تعليم عام بنات,70.1,female,capabilities,scientific
197101,ثانوية الابتكاريه (إشبيليا),الرياض,Riyadh,تعليم عام بنات,70.02,female,capabilities,scientific
28350,ثانوية صروح التربية الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,70.0,female,capabilities,scientific
48993,ثانوية المجد الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,69.86,female,capabilities,scientific
35082,ثانوية المشاعل,جدة,Makkah,تعليم عام بنات,69.85,female,capabilities,scientific
196829,ثانوية دار الصفوة,الرياض,Riyadh,تعليم عام بنات,69.84,female,capabilities,scientific
59094,ثانوية درة الاحساء الاهلية,الأحساء,AlSharquia,تعليم عام بنات,69.8,female,capabilities,scientific
35341,ثانوية الفلك المنير,جدة,Makkah,تعليم عام بنات,69.79,female,capabilities,scientific
96639,ثانوية الشمس الأهلية,الرياض,Riyadh,تعليم عام بنات,69.77,female,capabilities,scientific
35293,ثانوية المنال,جدة,Makkah,تعليم عام بنات,69.73,female,capabilities,scientific
63501,ثانوية مناهل الجامعة للبنات بخميس مشيط,خميس مشيط - النخيل,Asser,تعليم عام بنات,69.71,female,capabilities,scientific
55684,ثانوية مدارس الجبيل الخاصة للبنات,الجبيل,AlSharquia,تعليم عام بنات,69.65,female,capabilities,scientific
96679,ثانوية المملكة الأهلية - مقررات,الرياض,Riyadh,مقررات,69.64,female,capabilities,scientific
60845,ثانوية منار السبيل الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,69.63,female,capabilities,scientific
85323,ثانوية مدارس عالم رياض الصالحين الأهلية بسكاكا,سكاكا,Gouf,تعليم عام بنات,69.57,female,capabilities,scientific
162517,ثانوية مدارس رياض الخميس الاهلية للبنات,خميس مشيط,Asser,تعليم عام بنات,69.57,female,capabilities,scientific
51284,ثانوية الوعد الاهلية,الرس,Qassim,تعليم عام بنات,69.55,female,capabilities,scientific
96659,ثانوية المشاعل الأهلية,الرياض,Riyadh,تعليم عام بنات,69.44,female,capabilities,scientific
22452,ثانوية الوسام الأهلية,القويعية,Riyadh,تعليم عام بنات,69.44,female,capabilities,scientific
195851,ثانوية المطورون الاهلية,الرياض,Riyadh,تعليم عام بنات,69.36,female,capabilities,scientific
146686,مدارس الحديثة الأهلية للبنات - ثانوي نظام مقرارت,ينبع,Madina,مقررات,69.31,female,capabilities,scientific
55924,ثانوية مدارس رياض الفيحاء بالجبيل,الجبيل,AlSharquia,تعليم عام بنات,69.22,female,capabilities,scientific
96825,ثانوية آفاق العزيزية الأهلية,الرياض,Riyadh,تعليم عام بنات,69.21,female,capabilities,scientific
35061,ثانوية روضة البوادي,جدة,Makkah,تعليم عام بنات,69.15,female,capabilities,scientific
56002,ثانوية مدارس الخليج النموذجية الأهلية للبنات بالدمام,الدمام,AlSharquia,تعليم عام بنات,69.15,female,capabilities,scientific
196167,ثانوية معالم الصفوة الأهلية,-,Riyadh,تعليم عام بنات,69.11,female,capabilities,scientific
97183,ثانوية رواد التربية الأهلية,الرياض,Riyadh,تعليم عام بنات,68.97,female,capabilities,scientific
96653,ثانوية الشفا الأهلية,الرياض,Riyadh,تعليم عام بنات,68.97,female,capabilities,scientific
56235,ثانوية مدارس درر الجزيرة الاهلية للبنات,الخبر,AlSharquia,تعليم عام بنات,68.96,female,capabilities,scientific
52655,ثانوية المنارات بمحافظة عنيزة,عنيزة,Qassim,تعليم عام بنات,68.95,female,capabilities,scientific
31236,ثانوية الفيصلية الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,68.9,female,capabilities,scientific
48982,ثانوية مناهل الإيمان الاهلية ببريدة,بريدة,Qassim,تعليم عام بنات,68.88,female,capabilities,scientific
35040,ثانوية نهار الوفاء,جدة,Makkah,تعليم عام بنات,68.77,female,capabilities,scientific
60810,ثانوية المحافظة الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,68.74,female,capabilities,scientific
96984,ثانوية آفاق السويدي الأهلية,الرياض,Riyadh,تعليم عام بنات,68.66,female,capabilities,scientific
96902,ثانوية رائدة السلام الأهلية,الرياض,Riyadh,تعليم عام بنات,68.66,female,capabilities,scientific
42271,مدارس المعتز بالله الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,68.64,female,capabilities,scientific
96971,ثانوية البيارق الأهلية,الرياض,Riyadh,تعليم عام بنات,68.55,female,capabilities,scientific
77965,ثانوية رياض الصالحين النموذجية الأهلية بتبوك,تبوك,Tabuk,تعليم عام بنات,68.55,female,capabilities,scientific
96671,ثانوية التوحيد الأهلية,الرياض,Riyadh,تعليم عام بنات,68.42,female,capabilities,scientific
97389,ثانوية منارات اليمامة الأهلية,الرياض,Riyadh,تعليم عام بنات,68.38,female,capabilities,scientific
35145,ثانوية الشعلة,جدة,Makkah,تعليم عام بنات,68.3,female,capabilities,scientific
22369,ثانوية اجيال المعرفة الاهلية بنات,القويعية,Riyadh,تعليم عام بنات,68.29,female,capabilities,scientific
195101,ثانوية نخبة نجد الأهلية,الرياض,Riyadh,تعليم عام بنات,68.26,female,capabilities,scientific
127542,ثانوية الفرسان المكية الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,68.18,female,capabilities,scientific
83783,ثانوية بنات الغد الأهلية بعرعر-بنات,عرعر,Northern borders,تعليم عام بنات,68.18,female,capabilities,scientific
42341,مدارس الصفوة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,68.08,female,capabilities,scientific
96661,ثانوية دار المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنات,68.04,female,capabilities,scientific
83874,ثانوية شموس رفحاء برفحاء,رفحاء,Northern borders,تعليم عام بنات,68.01,female,capabilities,scientific
69131,ثانوية مدارس الامجاد الاهلية بخميس مشيط,خميس مشيط,Asser,تعليم عام بنات,67.98,female,capabilities,scientific
97187,ثانوية رواد الأمراء الأهلية,الرياض,Riyadh,تعليم عام بنات,67.79,female,capabilities,scientific
31547,ثانوية صروح العلم والتربية الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,67.73,female,capabilities,scientific
35511,ثانوية نور الإيمان,جدة,Makkah,تعليم عام بنات,67.71,female,capabilities,scientific
78232,ثانوية العصرالنموذجية الأهلية-نظام مقررات بتبوك,تبوك,Tabuk,مقررات,67.71,female,capabilities,scientific
95079,ثانوية قرطبة الأهلية,الرياض,Riyadh,تعليم عام بنات,67.71,female,capabilities,scientific
97101,ثانوية الجيل الصالح الأهلية,الرياض,Riyadh,تعليم عام بنات,67.57,female,capabilities,scientific
96750,ثانوية روابي الأندلس الأهلية,الرياض,Riyadh,تعليم عام بنات,67.55,female,capabilities,scientific
35344,ثانوية الشورى,جدة,Makkah,تعليم عام بنات,67.54,female,capabilities,scientific
96668,ثانوية السنابل الأهلية,الرياض,Riyadh,تعليم عام بنات,67.52,female,capabilities,scientific
18572,ثانوية الدوادمي الاهلية,الدوادمي,Riyadh,تعليم عام بنات,67.49,female,capabilities,scientific
120987,ثانوية منارات المجمعة,المجمعة,Riyadh,تعليم عام بنات,67.44,female,capabilities,scientific
97201,ثانوية شروق المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنات,67.43,female,capabilities,scientific
48963,ثانوية البيان الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,67.41,female,capabilities,scientific
59211,ثانوية البحار الأهلية,الأحساء,AlSharquia,تعليم عام بنات,67.36,female,capabilities,scientific
96978,ثانوية الإمتياز الأهلية,الرياض,Riyadh,تعليم عام بنات,67.25,female,capabilities,scientific
96851,ثانوية نبع العلوم الأهلية,الرياض,Riyadh,تعليم عام بنات,67.24,female,capabilities,scientific
28235,ثانوية سمو الأنجال الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,67.22,female,capabilities,scientific
96032,ثانوية وسائل الشروق الأهلية,الرياض,Riyadh,تعليم عام بنات,67.16,female,capabilities,scientific
35343,ثانوية الكوثر النموذجية,جدة,Makkah,تعليم عام بنات,67.1,female,capabilities,scientific
16776,ثانوية فرسان الجزيرة الأهلية بالخرج,الخرج,Riyadh,تعليم عام بنات,67.07,female,capabilities,scientific
78111,ثانوية علماء الغد الاهلية,تبوك,Tabuk,تعليم عام بنات,67.05,female,capabilities,scientific
49084,ثانوية الريادة الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,66.88,female,capabilities,scientific
97268,ثانوية التنويرالأهلية,الرياض,Riyadh,تعليم عام بنات,66.87,female,capabilities,scientific
96682,ثانوية العلا العربية الأهلية,الرياض,Riyadh,تعليم عام بنات,66.87,female,capabilities,scientific
46843,مدارس الحديثة الأهلية للبنات - ثانوي,ينبع,Madina,تعليم عام بنات,66.81,female,capabilities,scientific
195057,ثانوية أجيال الحضارة الأهلية,الرياض,Riyadh,تعليم عام بنات,66.78,female,capabilities,scientific
48919,ثانوية رياض القصيم الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,66.77,female,capabilities,scientific
97467,ثانوية الفنار الأهلية,لبن,Riyadh,تعليم عام بنات,66.67,female,capabilities,scientific
35144,ثانوية فتاة المستقبل,جدة,Makkah,تعليم عام بنات,66.65,female,capabilities,scientific
97272,ثانوية دار القلم الأهلية,الرياض,Riyadh,تعليم عام بنات,66.62,female,capabilities,scientific
28402,ثانوية أجيال الوفاء الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,66.61,female,capabilities,scientific
35457,ثانوية رائدات المستقبل,جدة,Makkah,تعليم عام بنات,66.6,female,capabilities,scientific
60762,ثانوية  تربية الأجيال الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,66.45,female,capabilities,scientific
96680,ثانوية المنهاج الأهلية,الرياض,Riyadh,تعليم عام بنات,66.44,female,capabilities,scientific
35216,ثانوية جيل الحضارة الاهلية,جدة,Makkah,تعليم عام بنات,66.41,female,capabilities,scientific
96683,ثانوية العبير الأهلية,الرياض,Riyadh,تعليم عام بنات,66.38,female,capabilities,scientific
18563,ثانوية انجال التربية الأهلية,الدوادمي,Riyadh,تعليم عام بنات,66.33,female,capabilities,scientific
97390,ثانوية دار النهل الأهلية,الرياض,Riyadh,تعليم عام بنات,66.33,female,capabilities,scientific
96980,ثانوية الديوان الأهلية,الرياض,Riyadh,تعليم عام بنات,66.32,female,capabilities,scientific
97240,ثانوية علوم الرياض الأهلية - فرع الخليج,الرياض,Riyadh,تعليم عام بنات,66.21,female,capabilities,scientific
95992,ثانوية العروبة الاهلية,الرياض,Riyadh,تعليم عام بنات,66.02,female,capabilities,scientific
85392,ثانوية التجديد الاهليه,سكاكا,Gouf,تعليم عام بنات,66.0,female,capabilities,scientific
25509,ثانوية اقرأ الأهلية,شقراء,Riyadh,تعليم عام بنات,65.9,female,capabilities,scientific
18567,ثانوية أجيال الدوادمي الأهلية,الدوادمي,Riyadh,تعليم عام بنات,65.76,female,capabilities,scientific
46741,مدارس رائدات الشرق الأهلية ثانوي,ينبع,Madina,تعليم عام بنات,65.69,female,capabilities,scientific
46776,مدارس منارات ينبع الأهلية - ثانوي,ينبع,Madina,تعليم عام بنات,65.63,female,capabilities,scientific
97472,ثانوية رحاب المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنات,65.28,female,capabilities,scientific
96829,ثانوية  البشائر الأهلية,الرياض,Riyadh,تعليم عام بنات,65.22,female,capabilities,scientific
96240,ثانوية الزيادي الأهلية,الرياض,Riyadh,تعليم عام بنات,65.15,female,capabilities,scientific
980651,ثانوية مسار العلوم و المعرفة الأهلية,المزاحمية,Riyadh,تعليم عام بنات,65.04,female,capabilities,scientific
60825,ثانوية بيان المعرفة الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,64.97,female,capabilities,scientific
48918,ثانوية أنجال القصيم الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,64.88,female,capabilities,scientific
77933,ثانوية الشمال النموذجية بتبوك,تبوك,Tabuk,تعليم عام بنات,64.86,female,capabilities,scientific
97406,ثانوية الأثير الأهلية,الرياض,Riyadh,تعليم عام بنات,64.71,female,capabilities,scientific
186879,ثانوية بيت القيم الاهلية بالقريات,القريات,Gouf,تعليم عام بنات,64.6,female,capabilities,scientific
185009,ثانوية منهاج الرسالة الأهلية,سكاكا,Gouf,تعليم عام بنات,64.42,female,capabilities,scientific
77930,ثانوية دار الحنان النموذجية بتبوك,تبوك,Tabuk,تعليم عام بنات,64.42,female,capabilities,scientific
60844,ثانوية نور التوحيد الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,64.23,female,capabilities,scientific
128857,ثانوية الطموح الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,64.16,female,capabilities,scientific
97070,ثانوية أضواء الرياض الأهلية,الرياض,Riyadh,تعليم عام بنات,64.13,female,capabilities,scientific
89463,ثانوية  مدارس جازان الأهلية للبنات,جازان,Jazan,تعليم عام بنات,63.94,female,capabilities,scientific
28389,ثانوية مواهب المملكة الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,63.91,female,capabilities,scientific
83801,ثانوية أنجال رفحاء الأهلية-بنات,رفحاء,Northern borders,تعليم عام بنات,63.74,female,capabilities,scientific
118004,ثانوية نهج التميز الأهلية,ساجر,Riyadh,تعليم عام بنات,63.58,female,capabilities,scientific
185634,ثانوية وارفة العلم الأهلية,سكاكا,Gouf,تعليم عام بنات,63.42,female,capabilities,scientific
86699,ثانوية القريات الاهلية,القريات,Gouf,تعليم عام بنات,63.17,female,capabilities,scientific
60817,ثانوية الأكاديمية العصرية الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,63.12,female,capabilities,scientific
28321,ثانوية الفضل الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,63.06,female,capabilities,scientific
197237,ثانوية مداد البيان الأهلية,الرياض,Riyadh,تعليم عام بنات,63.03,female,capabilities,scientific
23733,ثانوية  منارات عفيف الاهلية,عفيف,Riyadh,تعليم عام بنات,62.73,female,capabilities,scientific
78165,ثانوية قطوف الايمان بتيماء,تيماء,Tabuk,تعليم عام بنات,62.44,female,capabilities,scientific
97235,ثانوية منارات المزاحمية الأهلية,المزاحمية,Riyadh,تعليم عام بنات,62.32,female,capabilities,scientific
60831,ثانوية رواد النجاح الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,62.18,female,capabilities,scientific
51311,ثانوية درة الملبي الأهلية,الرس,Qassim,تعليم عام بنات,62.12,female,capabilities,scientific
89486,ثانوية جوهره الفكر الأهلية,جازان,Jazan,تعليم عام بنات,61.99,female,capabilities,scientific
189145,ثانوية اجياد التميز الاهلية - نظام المقررات,أبو عريش,Jazan,مقررات,61.54,female,capabilities,scientific
189143,ثانوية اجياد التميز الاهلية,أبو عريش,Jazan,تعليم عام بنات,61.38,female,capabilities,scientific
85253,ثانوية القمم الأهلية,سكاكا,Gouf,تعليم عام بنات,60.92,female,capabilities,scientific
188528,ثانوية زهرات المستقبل الأهلية,جازان,Jazan,تعليم عام بنات,60.82,female,capabilities,scientific
192047,مدارس أرقى المناهل الأهليه,صبيا,Jazan,تعليم عام بنات,60.76,female,capabilities,scientific
60738,ثانوية الواحة الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,60.29,female,capabilities,scientific
60814,ثانوية المجد الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,60.19,female,capabilities,scientific
85337,ثانوية فتيات الأوائل الأهلية بدومة الجندل,دومة الجندل,Gouf,تعليم عام بنات,60.03,female,capabilities,scientific
197035,ثانوية دار النهل الأهلية لتعليم الكبيرات,الرياض,Riyadh,تعليم عام بنات,58.95,female,capabilities,scientific
23761,ثانوية الصفوة النموذجية الأهلية,عفيف,Riyadh,تعليم عام بنات,58.83,female,capabilities,scientific
60886,ثانوية الأكاديمية العصرية لتعليم الكبيرات,حفر الباطن,AlSharquia,تعليم عام بنات,57.74,female,capabilities,scientific
96662,ثانوية دور الذكرالأهلية لتحفيظ القرآن الكريم,الرياض,Riyadh,تحفيظ بنات,81.73,female,capabilities,theoretical
966465,ثانوية الرواد الأهلية ( الازدهار ) - مقررات,الرياض,Riyadh,مقررات,81.38,female,capabilities,theoretical
35066,ثانوية الذكر بجدة نظام مقررات,جدة,Makkah,مقررات,79.57,female,capabilities,theoretical
97424,ثانوية الأرقم الأهلية لتحفيظ القرآن الكريم,الرياض,Riyadh,تحفيظ بنات,79.27,female,capabilities,theoretical
195029,ثانوية الفرسان الأهلية - المقررات,الرياض,Riyadh,مقررات,79.17,female,capabilities,theoretical
28252,ثانوية دار البشرى الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,77.33,female,capabilities,theoretical
59008,ثانوية دور العلوم الأهلية,الأحساء,AlSharquia,تعليم عام بنات,76.64,female,capabilities,theoretical
42347,مدارس العقيق الأهلية - المرحلة الثانوية (مقررات),المدينة المنورة,Madina,مقررات,76.44,female,capabilities,theoretical
